Wiek,Płeć,Ocena_satysfakcji,Dochód_miesięczny,Region,Preferowany_system
68,Kobieta,5,15663,Centrum,Windows
48,Kobieta,10,11830,Południe,Windows
42,Mężczyzna,3,6075,Północ,Windows
42,Kobieta,9,5752,Południe,Windows
33,Kobieta,8,19116,Północ,iOS
27,Kobieta,8,8403,Wschód,Android
26,Kobieta,3,5377,Południe,iOS
47,Kobieta,1,16166,Południe,macOS
57,Kobieta,9,18022,Południe,Windows
38,Mężczyzna,6,12452,Południe,Windows
65,Kobieta,10,11537,Centrum,iOS
41,Kobieta,3,16347,Północ,iOS
36,Mężczyzna,2,9497,Północ,Android
41,Kobieta,7,1464,Wschód,macOS
59,Kobieta,5,19374,Centrum,macOS
19,Mężczyzna,2,13294,Wschód,iOS
31,Kobieta,5,8608,Centrum,Linux
32,Kobieta,9,6310,Centrum,macOS
28,Kobieta,3,12938,Zachód,Windows
55,Kobieta,7,1271,Południe,Windows
58,Kobieta,4,17207,Zachód,Linux
19,Kobieta,6,1478,Centrum,Android
65,Kobieta,4,4887,Wschód,Linux
81,Kobieta,3,18742,Północ,iOS
44,Kobieta,8,3514,Północ,Android
52,Kobieta,1,13833,Północ,iOS
58,Mężczyzna,6,7435,Południe,macOS
57,Mężczyzna,6,1203,Centrum,Windows
65,Mężczyzna,3,4207,Wschód,iOS
20,Mężczyzna,9,17823,Zachód,iOS
22,Kobieta,5,12974,Południe,Linux
58,Mężczyzna,1,6504,Północ,macOS
54,Kobieta,7,11607,Centrum,Windows
50,Mężczyzna,5,10537,Wschód,Android
60,Mężczyzna,6,17033,Południe,Windows
31,Mężczyzna,1,17099,Zachód,Windows
21,Mężczyzna,4,16929,Północ,Linux
58,Kobieta,8,3916,Centrum,iOS
28,Mężczyzna,2,17744,Północ,Android
51,Kobieta,4,8032,Północ,Linux
29,Mężczyzna,5,2329,Zachód,Windows
80,Kobieta,3,19707,Wschód,Linux
61,Mężczyzna,7,2411,Centrum,Android
27,Mężczyzna,7,11024,Zachód,Linux
68,Kobieta,3,14354,Północ,Android
87,Kobieta,10,2179,Wschód,macOS
57,Mężczyzna,8,16914,Centrum,Linux
90,Kobieta,3,18776,Południe,Android
22,Kobieta,7,17428,Południe,Android
34,Mężczyzna,6,14034,Centrum,macOS
24,Kobieta,6,18910,Wschód,Android
57,Mężczyzna,7,18804,Północ,Linux
75,Kobieta,1,16920,Wschód,Windows
73,Mężczyzna,9,3906,Zachód,Android
81,Mężczyzna,3,6885,Północ,macOS
77,Kobieta,9,11580,Centrum,macOS
25,Mężczyzna,5,3494,Centrum,Windows
76,Mężczyzna,1,7588,Zachód,Windows
39,Kobieta,10,14733,Wschód,macOS
76,Kobieta,9,13244,Centrum,macOS
56,Kobieta,5,3656,Wschód,macOS
79,Mężczyzna,5,15373,Wschód,Android
80,Kobieta,8,3973,Południe,Windows
53,Mężczyzna,7,5993,Zachód,Android
53,Mężczyzna,7,18187,Centrum,Android
85,Mężczyzna,6,6280,Północ,Windows
85,Kobieta,1,9362,Północ,Android
47,Mężczyzna,6,2030,Wschód,Windows
75,Kobieta,3,6125,Zachód,Linux
30,Mężczyzna,9,8103,Południe,Windows
22,Kobieta,5,19761,Wschód,Android
57,Mężczyzna,10,18539,Centrum,Windows
54,Kobieta,2,12480,Wschód,Linux
30,Kobieta,3,3367,Zachód,iOS
39,Kobieta,4,4008,Wschód,Linux
77,Mężczyzna,5,14940,Południe,Android
25,Kobieta,4,10226,Centrum,macOS
40,Kobieta,10,7117,Wschód,Windows
45,Kobieta,8,2658,Wschód,Android
28,Kobieta,8,2651,Północ,Windows
53,Kobieta,5,6924,Zachód,iOS
90,Mężczyzna,5,3810,Zachód,Windows
60,Mężczyzna,2,10955,Wschód,macOS
45,Kobieta,4,9536,Zachód,Windows
57,Mężczyzna,5,16502,Zachód,macOS
35,Kobieta,7,16874,Północ,iOS
28,Mężczyzna,1,16006,Wschód,iOS
49,Kobieta,2,18720,Południe,Linux
63,Kobieta,10,18345,Zachód,iOS
24,Kobieta,6,1374,Zachód,Linux
70,Mężczyzna,4,1354,Południe,iOS
44,Kobieta,1,13292,Południe,Linux
72,Kobieta,2,5141,Północ,Android
21,Kobieta,2,18314,Centrum,Android
87,Mężczyzna,9,10302,Wschód,Linux
88,Mężczyzna,7,16960,Południe,Android
66,Kobieta,8,19189,Północ,Linux
46,Mężczyzna,5,3006,Wschód,Linux
76,Mężczyzna,2,5369,Wschód,macOS
20,Kobieta,7,1901,Północ,iOS
31,Kobieta,2,10464,Południe,Windows
26,Kobieta,9,13533,Centrum,macOS
58,Mężczyzna,7,7136,Wschód,iOS
27,Kobieta,2,9081,Wschód,iOS
87,Mężczyzna,8,4643,Południe,Android
78,Kobieta,5,19609,Zachód,Windows
37,Kobieta,7,2864,Północ,macOS
50,Mężczyzna,9,6120,Północ,Windows
59,Kobieta,6,2169,Centrum,macOS
23,Kobieta,8,4745,Zachód,Windows
27,Kobieta,5,12804,Wschód,Linux
58,Mężczyzna,2,6126,Zachód,Linux
32,Mężczyzna,4,1073,Północ,Windows
35,Mężczyzna,10,7081,Zachód,Linux
87,Kobieta,7,14269,Północ,Linux
89,Mężczyzna,2,12342,Centrum,iOS
27,Kobieta,10,2182,Południe,macOS
84,Mężczyzna,6,15371,Północ,Android
75,Mężczyzna,9,12730,Centrum,Android
27,Mężczyzna,6,8081,Zachód,macOS
30,Kobieta,3,6963,Wschód,Windows
57,Kobieta,2,7501,Północ,macOS
85,Mężczyzna,8,7132,Południe,Windows
38,Mężczyzna,10,12417,Centrum,Windows
26,Kobieta,10,3525,Południe,macOS
20,Kobieta,1,3170,Centrum,Windows
63,Kobieta,4,4735,Północ,Windows
43,Kobieta,9,4663,Wschód,iOS
71,Kobieta,4,10709,Zachód,Linux
62,Mężczyzna,8,2799,Centrum,macOS
33,Kobieta,9,18392,Zachód,Windows
59,Kobieta,10,8788,Wschód,Linux
46,Mężczyzna,7,13431,Północ,iOS
60,Mężczyzna,9,12154,Wschód,iOS
73,Mężczyzna,9,6534,Wschód,Android
64,Mężczyzna,7,19537,Centrum,Linux
85,Mężczyzna,1,14516,Południe,Linux
69,Mężczyzna,3,11977,Wschód,Windows
46,Kobieta,9,16887,Północ,Windows
30,Mężczyzna,3,14069,Wschód,Windows
88,Kobieta,8,8240,Centrum,iOS
47,Kobieta,2,3696,Zachód,iOS
72,Kobieta,10,13857,Północ,Windows
26,Mężczyzna,7,18344,Południe,iOS
69,Mężczyzna,9,5004,Centrum,macOS
47,Mężczyzna,8,9488,Południe,Windows
64,Kobieta,4,9157,Północ,Windows
77,Mężczyzna,2,1304,Północ,Android
31,Kobieta,6,3651,Wschód,Android
48,Mężczyzna,9,13395,Wschód,macOS
27,Kobieta,4,8805,Południe,Windows
66,Mężczyzna,10,19807,Wschód,Windows
75,Kobieta,8,16606,Wschód,Android
87,Mężczyzna,8,17886,Wschód,Android
34,Kobieta,5,2768,Wschód,Android
28,Mężczyzna,5,8280,Centrum,Windows
40,Mężczyzna,2,9909,Zachód,iOS
60,Kobieta,5,6458,Centrum,Linux
41,Mężczyzna,6,15410,Zachód,macOS
20,Mężczyzna,7,8002,Zachód,Linux
38,Kobieta,7,14751,Centrum,iOS
79,Kobieta,4,19454,Zachód,Windows
83,Mężczyzna,9,18919,Wschód,macOS
72,Kobieta,3,7767,Zachód,Linux
84,Mężczyzna,3,5529,Wschód,Windows
56,Kobieta,6,12618,Wschód,Linux
45,Kobieta,10,18443,Wschód,Android
33,Kobieta,4,8238,Południe,Linux
41,Mężczyzna,6,11160,Zachód,Android
39,Mężczyzna,6,19596,Północ,Android
51,Kobieta,5,19996,Centrum,macOS
34,Mężczyzna,10,3187,Północ,macOS
42,Mężczyzna,6,19206,Wschód,Android
60,Kobieta,7,14050,Północ,Linux
21,Kobieta,6,12400,Południe,macOS
43,Mężczyzna,4,13994,Centrum,iOS
39,Mężczyzna,6,18789,Zachód,Windows
27,Mężczyzna,2,8115,Południe,Linux
57,Kobieta,5,9157,Północ,iOS
60,Mężczyzna,4,2948,Centrum,macOS
76,Kobieta,6,3211,Zachód,macOS
31,Mężczyzna,1,5786,Południe,Android
70,Mężczyzna,7,18655,Centrum,macOS
49,Kobieta,2,14151,Wschód,macOS
65,Kobieta,3,19649,Północ,Linux
88,Kobieta,9,8261,Południe,macOS
53,Mężczyzna,2,9712,Zachód,iOS
87,Kobieta,9,18648,Wschód,macOS
74,Kobieta,6,2009,Północ,macOS
77,Kobieta,4,16814,Południe,Windows
59,Mężczyzna,2,10440,Wschód,macOS
47,Kobieta,9,13042,Zachód,Android
28,Mężczyzna,7,9140,Południe,Windows
42,Mężczyzna,2,8905,Zachód,iOS
79,Mężczyzna,3,9494,Centrum,Android
85,Kobieta,8,17458,Centrum,macOS
37,Kobieta,1,1711,Zachód,macOS
31,Kobieta,5,7300,Wschód,Android
49,Mężczyzna,1,18196,Zachód,macOS
20,Mężczyzna,5,11577,Zachód,Android
23,Kobieta,2,1011,Centrum,Windows
51,Mężczyzna,1,13142,Północ,Windows
38,Kobieta,9,4240,Wschód,macOS
35,Mężczyzna,2,1406,Centrum,Linux
73,Mężczyzna,1,16035,Północ,Android
25,Kobieta,6,11197,Północ,Android
76,Mężczyzna,1,5179,Zachód,Windows
61,Kobieta,8,2953,Wschód,Windows
81,Kobieta,6,10090,Centrum,Android
50,Mężczyzna,6,7807,Zachód,Linux
83,Mężczyzna,4,18647,Zachód,iOS
80,Kobieta,3,10519,Zachód,macOS
39,Kobieta,4,1836,Zachód,iOS
36,Kobieta,1,12590,Północ,iOS
35,Mężczyzna,2,11687,Zachód,Android
43,Kobieta,4,7416,Południe,Linux
55,Mężczyzna,8,12004,Zachód,iOS
27,Kobieta,8,9870,Południe,Windows
35,Mężczyzna,9,14862,Centrum,macOS
25,Kobieta,1,18378,Zachód,Android
90,Kobieta,6,17553,Południe,Linux
21,Kobieta,8,4035,Zachód,Linux
43,Mężczyzna,8,13787,Wschód,Windows
34,Mężczyzna,5,17786,Północ,Windows
31,Mężczyzna,7,15645,Centrum,Android
52,Mężczyzna,10,17320,Północ,Android
64,Kobieta,5,7165,Zachód,Linux
19,Mężczyzna,8,4656,Centrum,macOS
62,Kobieta,1,15391,Wschód,Windows
28,Mężczyzna,10,14465,Centrum,Linux
43,Kobieta,8,18448,Południe,iOS
80,Kobieta,9,7047,Centrum,Android
86,Kobieta,8,9263,Centrum,Windows
73,Mężczyzna,8,13983,Wschód,iOS
57,Kobieta,7,2359,Północ,Android
33,Mężczyzna,8,4664,Wschód,Linux
31,Kobieta,10,17588,Południe,Windows
74,Mężczyzna,8,18546,Zachód,Android
70,Kobieta,7,2914,Wschód,Windows
40,Kobieta,6,5056,Centrum,macOS
46,Mężczyzna,10,8010,Centrum,Linux
70,Kobieta,3,4303,Południe,macOS
63,Mężczyzna,1,13457,Zachód,Android
38,Kobieta,9,18921,Centrum,Linux
81,Kobieta,4,16171,Wschód,Windows
47,Kobieta,6,17987,Południe,Windows
89,Kobieta,1,17525,Północ,macOS
88,Kobieta,5,5359,Południe,Windows
63,Kobieta,5,19351,Centrum,iOS
80,Kobieta,7,5312,Wschód,Windows
43,Mężczyzna,3,4172,Wschód,Android
36,Kobieta,10,4634,Centrum,Windows
19,Kobieta,5,2349,Południe,Linux
65,Kobieta,10,15547,Południe,Windows
83,Mężczyzna,4,9060,Północ,Windows
41,Kobieta,7,17842,Wschód,macOS
82,Mężczyzna,6,10484,Zachód,Linux
51,Mężczyzna,2,18568,Wschód,iOS
53,Mężczyzna,9,9426,Centrum,iOS
45,Mężczyzna,3,17085,Zachód,macOS
79,Mężczyzna,10,5596,Zachód,iOS
81,Mężczyzna,10,11602,Północ,macOS
55,Mężczyzna,5,19722,Południe,iOS
27,Kobieta,7,1842,Wschód,Android
63,Kobieta,5,12465,Północ,Windows
40,Mężczyzna,8,3969,Centrum,Windows
58,Kobieta,2,12804,Wschód,Android
30,Kobieta,5,19056,Północ,Linux
78,Mężczyzna,9,2942,Zachód,Linux
59,Mężczyzna,2,4284,Zachód,Android
20,Mężczyzna,5,7981,Centrum,iOS
30,Kobieta,5,16221,Południe,macOS
22,Kobieta,5,14395,Wschód,Android
41,Kobieta,6,8903,Centrum,macOS
74,Mężczyzna,7,13177,Wschód,Windows
29,Mężczyzna,2,12363,Wschód,iOS
56,Kobieta,2,4736,Centrum,Windows
43,Kobieta,2,14486,Północ,Linux
31,Kobieta,9,8611,Południe,Windows
84,Kobieta,6,5588,Północ,Android
79,Kobieta,3,1533,Północ,Windows
40,Kobieta,10,8485,Centrum,Windows
49,Kobieta,8,12615,Południe,macOS
21,Mężczyzna,5,11531,Zachód,Linux
50,Kobieta,1,9753,Południe,macOS
53,Kobieta,6,2266,Centrum,iOS
35,Mężczyzna,1,19301,Zachód,Linux
41,Mężczyzna,8,6969,Południe,Windows
33,Kobieta,9,12737,Zachód,Android
30,Kobieta,9,17852,Wschód,macOS
83,Mężczyzna,10,17889,Centrum,macOS
84,Kobieta,4,10885,Centrum,iOS
88,Mężczyzna,4,2823,Południe,Linux
80,Kobieta,6,5558,Zachód,macOS
24,Mężczyzna,9,11912,Centrum,Windows
53,Kobieta,8,8974,Wschód,iOS
33,Kobieta,7,3688,Centrum,iOS
34,Kobieta,3,17773,Centrum,Linux
58,Kobieta,1,2414,Północ,Windows
87,Kobieta,8,13489,Zachód,Windows
84,Mężczyzna,10,15274,Wschód,Windows
30,Kobieta,4,2536,Południe,Android
33,Mężczyzna,9,7672,Zachód,Windows
26,Kobieta,6,17455,Centrum,macOS
24,Mężczyzna,6,16325,Wschód,Android
85,Mężczyzna,9,17172,Wschód,Linux
70,Kobieta,6,4080,Wschód,iOS
79,Kobieta,7,17200,Centrum,Linux
44,Kobieta,6,9331,Południe,macOS
76,Kobieta,4,2582,Centrum,Android
57,Kobieta,4,2789,Wschód,Windows
22,Mężczyzna,1,13539,Wschód,Windows
44,Mężczyzna,8,16950,Wschód,Android
89,Kobieta,3,19775,Południe,macOS
81,Kobieta,4,13432,Północ,Android
68,Kobieta,3,14817,Zachód,iOS
44,Mężczyzna,10,15804,Północ,macOS
69,Kobieta,2,14094,Wschód,Windows
78,Kobieta,3,16256,Północ,iOS
83,Mężczyzna,8,10297,Centrum,iOS
47,Mężczyzna,6,17142,Wschód,Android
79,Kobieta,6,16699,Zachód,iOS
48,Kobieta,7,15266,Południe,macOS
61,Kobieta,3,1992,Południe,macOS
52,Mężczyzna,2,19794,Centrum,Linux
88,Kobieta,10,6378,Północ,Linux
24,Mężczyzna,7,10876,Centrum,macOS
34,Mężczyzna,5,19932,Wschód,Windows
89,Mężczyzna,8,15737,Centrum,Android
87,Mężczyzna,1,1116,Południe,iOS
39,Kobieta,10,19634,Centrum,macOS
48,Kobieta,2,12726,Wschód,macOS
49,Kobieta,1,9623,Centrum,Linux
89,Kobieta,3,13354,Południe,Windows
69,Mężczyzna,9,14826,Zachód,iOS
54,Mężczyzna,6,14832,Południe,Android
42,Kobieta,4,7646,Południe,Windows
75,Mężczyzna,2,14668,Północ,Linux
25,Kobieta,5,11443,Zachód,Linux
69,Mężczyzna,1,9750,Centrum,Android
81,Kobieta,10,14645,Wschód,Linux
25,Mężczyzna,5,6974,Centrum,macOS
28,Kobieta,4,14064,Północ,Linux
71,Kobieta,5,16216,Wschód,Android
80,Kobieta,8,6682,Wschód,macOS
69,Mężczyzna,2,11971,Centrum,macOS
75,Kobieta,9,4234,Wschód,macOS
52,Kobieta,8,1406,Północ,Linux
63,Kobieta,9,13198,Południe,Windows
43,Mężczyzna,10,6660,Wschód,Linux
51,Kobieta,5,3707,Wschód,Android
32,Kobieta,5,4443,Wschód,macOS
22,Mężczyzna,2,1330,Północ,iOS
42,Mężczyzna,7,3885,Centrum,Linux
77,Mężczyzna,3,15697,Północ,iOS
80,Mężczyzna,9,5225,Południe,Linux
27,Kobieta,1,7398,Północ,Windows
61,Kobieta,2,2535,Wschód,iOS
54,Mężczyzna,2,19700,Zachód,iOS
55,Mężczyzna,4,10305,Zachód,Linux
60,Mężczyzna,8,14079,Wschód,Android
37,Mężczyzna,8,1036,Północ,Android
63,Mężczyzna,9,10354,Wschód,Windows
81,Kobieta,1,9736,Północ,Windows
70,Kobieta,6,2218,Północ,Windows
39,Mężczyzna,10,9091,Centrum,iOS
54,Mężczyzna,10,15726,Zachód,macOS
86,Mężczyzna,1,19097,Zachód,iOS
62,Kobieta,7,8101,Wschód,macOS
62,Mężczyzna,2,17980,Zachód,Windows
33,Mężczyzna,6,19618,Północ,Linux
83,Mężczyzna,7,10217,Centrum,iOS
74,Mężczyzna,5,9434,Wschód,Android
52,Mężczyzna,6,5903,Północ,Android
34,Mężczyzna,6,16318,Centrum,iOS
71,Mężczyzna,3,17664,Wschód,macOS
50,Mężczyzna,3,2330,Wschód,Android
44,Kobieta,3,9854,Wschód,Windows
87,Kobieta,2,3397,Zachód,iOS
60,Kobieta,2,14595,Centrum,iOS
83,Mężczyzna,5,13736,Południe,Linux
50,Mężczyzna,1,5640,Północ,macOS
40,Mężczyzna,5,13921,Północ,iOS
90,Kobieta,10,4452,Wschód,Android
46,Mężczyzna,9,3338,Zachód,Windows
61,Kobieta,7,18144,Zachód,Android
37,Mężczyzna,4,9988,Wschód,Android
33,Mężczyzna,2,4504,Zachód,Linux
20,Kobieta,6,11595,Zachód,macOS
48,Kobieta,6,2062,Centrum,Android
71,Mężczyzna,6,5654,Wschód,Linux
88,Kobieta,7,9744,Północ,iOS
55,Mężczyzna,7,3733,Centrum,Android
80,Kobieta,2,12847,Północ,Android
78,Mężczyzna,8,14764,Północ,iOS
48,Mężczyzna,2,11648,Centrum,iOS
33,Kobieta,9,8488,Centrum,Android
65,Kobieta,2,6515,Północ,iOS
61,Kobieta,2,17709,Zachód,Linux
74,Kobieta,8,19784,Wschód,Android
24,Mężczyzna,8,15183,Południe,Android
60,Kobieta,3,16377,Zachód,Windows
50,Mężczyzna,2,18671,Południe,Linux
78,Kobieta,9,13468,Zachód,Linux
49,Mężczyzna,3,3054,Zachód,Android
79,Kobieta,3,18760,Centrum,macOS
79,Kobieta,6,2702,Centrum,Android
29,Mężczyzna,8,14643,Zachód,iOS
78,Kobieta,10,10201,Wschód,iOS
61,Mężczyzna,2,2673,Zachód,Android
84,Kobieta,4,1843,Północ,macOS
73,Mężczyzna,6,5486,Północ,Linux
31,Kobieta,3,16278,Wschód,Windows
55,Mężczyzna,7,19630,Wschód,iOS
35,Kobieta,1,2501,Wschód,Windows
90,Kobieta,5,13510,Wschód,Linux
33,Kobieta,1,12362,Wschód,iOS
60,Kobieta,3,16595,Wschód,Android
18,Kobieta,2,11465,Północ,iOS
74,Mężczyzna,2,17900,Wschód,Android
30,Kobieta,3,18248,Północ,macOS
76,Kobieta,5,15337,Północ,Linux
49,Mężczyzna,6,7621,Południe,Windows
20,Mężczyzna,8,10124,Północ,Linux
88,Kobieta,5,7110,Północ,macOS
18,Kobieta,2,14268,Północ,Windows
65,Mężczyzna,2,19273,Centrum,iOS
62,Kobieta,3,7735,Południe,Windows
88,Kobieta,4,11244,Wschód,macOS
77,Kobieta,3,17339,Centrum,Windows
30,Kobieta,7,16842,Południe,Linux
63,Mężczyzna,1,9354,Południe,macOS
27,Kobieta,8,6791,Południe,Linux
81,Kobieta,6,11417,Północ,macOS
81,Kobieta,10,16194,Zachód,Android
25,Mężczyzna,5,12440,Centrum,Linux
60,Kobieta,5,2111,Centrum,Windows
39,Mężczyzna,6,3968,Wschód,Windows
69,Mężczyzna,10,12428,Północ,Linux
68,Mężczyzna,9,2380,Północ,macOS
78,Kobieta,7,15518,Południe,Linux
67,Kobieta,2,14470,Wschód,Windows
28,Kobieta,7,5783,Wschód,Linux
42,Mężczyzna,10,13378,Wschód,Android
31,Kobieta,3,5896,Wschód,Linux
80,Kobieta,1,2806,Północ,Linux
73,Mężczyzna,10,2528,Północ,Linux
76,Kobieta,2,19605,Centrum,Android
29,Kobieta,9,1943,Południe,Linux
63,Mężczyzna,7,14623,Zachód,Android
65,Mężczyzna,7,5446,Zachód,iOS
73,Kobieta,9,19321,Zachód,macOS
23,Kobieta,1,5709,Południe,Windows
32,Kobieta,1,12585,Południe,Linux
87,Kobieta,8,4072,Zachód,Android
20,Kobieta,7,14883,Centrum,iOS
27,Mężczyzna,3,10842,Północ,Android
86,Mężczyzna,4,12867,Północ,macOS
18,Mężczyzna,7,15654,Południe,Android
75,Kobieta,3,13048,Centrum,Android
65,Mężczyzna,3,16315,Północ,iOS
35,Mężczyzna,3,13176,Północ,iOS
72,Mężczyzna,2,6745,Północ,Android
38,Mężczyzna,3,4258,Zachód,Android
46,Mężczyzna,7,17903,Centrum,Linux
20,Mężczyzna,2,10491,Północ,macOS
67,Mężczyzna,8,17015,Południe,macOS
88,Kobieta,4,17312,Południe,macOS
33,Mężczyzna,8,1671,Południe,iOS
75,Mężczyzna,8,10710,Południe,Android
51,Kobieta,3,1310,Północ,Linux
36,Mężczyzna,4,18714,Centrum,macOS
33,Kobieta,9,14122,Centrum,Linux
44,Kobieta,1,11015,Centrum,macOS
59,Kobieta,8,8982,Centrum,Linux
38,Mężczyzna,9,19623,Centrum,macOS
87,Kobieta,9,8937,Południe,iOS
44,Mężczyzna,3,15624,Południe,Android
75,Mężczyzna,7,12130,Północ,Windows
87,Mężczyzna,3,7684,Wschód,Android
60,Kobieta,10,18484,Zachód,macOS
29,Kobieta,10,8196,Wschód,Linux
53,Kobieta,2,15933,Północ,Linux
53,Kobieta,3,6450,Centrum,macOS
66,Kobieta,6,18330,Północ,Windows
71,Kobieta,5,6870,Wschód,Windows
61,Kobieta,4,5275,Zachód,Linux
40,Kobieta,3,3237,Południe,iOS
32,Kobieta,6,10399,Wschód,Windows
56,Mężczyzna,8,5740,Północ,macOS
37,Mężczyzna,10,18119,Południe,Android
46,Mężczyzna,2,15032,Wschód,Linux
56,Kobieta,8,12771,Wschód,Android
54,Mężczyzna,8,17625,Zachód,iOS
54,Mężczyzna,5,11750,Zachód,macOS
55,Kobieta,7,15695,Wschód,Android
22,Kobieta,7,8964,Północ,macOS
65,Mężczyzna,5,14526,Zachód,Linux
55,Kobieta,8,15481,Południe,Windows
67,Mężczyzna,6,9453,Centrum,macOS
63,Mężczyzna,8,3833,Południe,Linux
50,Mężczyzna,3,17104,Centrum,Windows
18,Mężczyzna,3,11626,Wschód,Android
69,Kobieta,1,3746,Południe,Android
86,Mężczyzna,5,2124,Centrum,Linux
59,Kobieta,6,7698,Południe,Windows
59,Mężczyzna,1,8832,Wschód,macOS
43,Kobieta,9,2574,Północ,Android
40,Kobieta,5,6271,Północ,Windows
87,Mężczyzna,4,12258,Zachód,Android
38,Kobieta,1,17315,Centrum,macOS
69,Kobieta,6,17934,Centrum,macOS
31,Kobieta,1,18388,Zachód,macOS
63,Mężczyzna,8,19483,Północ,macOS
75,Kobieta,7,12955,Zachód,iOS
33,Mężczyzna,7,11774,Południe,iOS
81,Kobieta,2,19980,Zachód,Linux
46,Mężczyzna,10,6792,Północ,Windows
37,Mężczyzna,9,17869,Północ,Android
32,Mężczyzna,7,3582,Zachód,Windows
77,Mężczyzna,6,8811,Zachód,iOS
19,Mężczyzna,8,14963,Zachód,Linux
24,Mężczyzna,4,2080,Zachód,Linux
65,Mężczyzna,10,19935,Południe,macOS
64,Kobieta,10,6333,Północ,macOS
29,Kobieta,10,19460,Południe,iOS
34,Kobieta,7,3123,Centrum,Linux
74,Mężczyzna,4,9348,Wschód,Windows
75,Mężczyzna,6,8893,Zachód,iOS
57,Mężczyzna,1,13863,Wschód,iOS
66,Kobieta,10,19283,Północ,macOS
46,Kobieta,7,18458,Północ,Linux
57,Mężczyzna,4,19128,Centrum,Android
53,Kobieta,7,2844,Centrum,Windows
61,Mężczyzna,3,4887,Centrum,iOS
52,Mężczyzna,8,18903,Północ,Windows
19,Mężczyzna,5,18378,Zachód,Linux
47,Mężczyzna,7,5752,Południe,iOS
48,Kobieta,6,19617,Centrum,Windows
56,Mężczyzna,5,11584,Centrum,Windows
41,Mężczyzna,5,10202,Wschód,Windows
83,Mężczyzna,1,17937,Centrum,iOS
26,Mężczyzna,3,9329,Południe,iOS
80,Kobieta,10,7489,Północ,Linux
20,Kobieta,8,19168,Północ,Windows
35,Mężczyzna,2,8675,Wschód,Linux
79,Mężczyzna,2,1987,Południe,Android
30,Kobieta,7,4838,Wschód,Android
70,Mężczyzna,10,3573,Południe,Linux
41,Kobieta,7,16432,Zachód,Windows
85,Mężczyzna,6,19147,Centrum,Android
33,Kobieta,10,10888,Północ,macOS
82,Kobieta,10,14753,Północ,Android
75,Mężczyzna,9,17580,Północ,Windows
67,Mężczyzna,7,7934,Wschód,iOS
77,Kobieta,5,13270,Południe,Windows
54,Kobieta,6,3987,Południe,macOS
47,Mężczyzna,5,18114,Wschód,Android
85,Kobieta,9,3990,Północ,Android
65,Kobieta,1,13729,Zachód,Linux
18,Kobieta,10,2088,Wschód,Windows
80,Kobieta,10,14703,Północ,Windows
68,Kobieta,8,2905,Północ,Windows
28,Kobieta,4,4393,Południe,iOS
77,Kobieta,9,16296,Wschód,Windows
45,Mężczyzna,2,9377,Zachód,macOS
87,Kobieta,1,1848,Centrum,Linux
46,Mężczyzna,6,10802,Wschód,Android
65,Kobieta,9,19023,Północ,iOS
41,Kobieta,5,4710,Centrum,Windows
82,Mężczyzna,5,17222,Wschód,Android
61,Kobieta,5,5647,Wschód,Linux
68,Mężczyzna,9,7157,Zachód,iOS
22,Mężczyzna,4,8319,Północ,macOS
82,Mężczyzna,2,15637,Wschód,Android
19,Mężczyzna,3,7396,Zachód,macOS
25,Mężczyzna,5,10230,Zachód,Windows
70,Kobieta,2,16096,Centrum,Windows
89,Mężczyzna,2,7928,Zachód,macOS
51,Kobieta,4,19509,Centrum,Android
64,Kobieta,6,4736,Wschód,Windows
46,Kobieta,2,12803,Wschód,iOS
47,Kobieta,10,9172,Centrum,iOS
50,Mężczyzna,6,7020,Południe,Android
21,Kobieta,4,6065,Centrum,Windows
56,Kobieta,7,15590,Zachód,iOS
24,Mężczyzna,1,9857,Południe,Linux
88,Mężczyzna,3,11680,Zachód,Windows
51,Kobieta,5,3678,Wschód,macOS
57,Kobieta,10,19448,Północ,macOS
59,Mężczyzna,10,18471,Zachód,macOS
23,Kobieta,4,14562,Wschód,Linux
42,Kobieta,2,6004,Zachód,iOS
90,Mężczyzna,2,14665,Centrum,macOS
40,Mężczyzna,8,5534,Północ,iOS
61,Kobieta,7,14200,Zachód,Windows
25,Mężczyzna,9,10632,Południe,Linux
82,Mężczyzna,5,14562,Północ,Linux
76,Mężczyzna,3,6505,Centrum,macOS
84,Kobieta,5,6783,Północ,macOS
63,Mężczyzna,1,15044,Wschód,Android
27,Mężczyzna,10,9556,Zachód,iOS
57,Mężczyzna,7,12375,Zachód,Windows
57,Mężczyzna,6,5284,Centrum,Linux
28,Mężczyzna,3,13225,Zachód,Windows
75,Kobieta,2,12028,Północ,iOS
22,Mężczyzna,1,1726,Zachód,macOS
71,Kobieta,7,13901,Zachód,Linux
33,Kobieta,3,19928,Zachód,Android
34,Kobieta,10,3012,Wschód,macOS
49,Kobieta,6,8140,Północ,Windows
71,Kobieta,2,5376,Wschód,Windows
59,Kobieta,8,16477,Południe,Android
76,Mężczyzna,5,6657,Wschód,macOS
40,Kobieta,7,13661,Wschód,iOS
38,Kobieta,9,11149,Północ,macOS
22,Kobieta,3,10043,Wschód,iOS
22,Mężczyzna,3,17705,Centrum,Windows
33,Kobieta,8,9265,Centrum,Android
89,Mężczyzna,1,13158,Zachód,iOS
21,Kobieta,4,4759,Północ,iOS
40,Kobieta,7,16020,Północ,Windows
79,Kobieta,10,8068,Południe,Linux
42,Kobieta,9,8288,Północ,Windows
